"Night Train","Name","Itinerary","More details","Route","Countries","Operator","Tickets"
" ",,,"<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id="">View details</a>",,,,
"UZ 038 K + 038 P",,"Kyiv – Zaporizhzhia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=189"">View details</a>","038 K: Kyiv Pasazhyrskyi - Dnipro Holovny - Zaporizhzhia 1<br><br>038 P: Zaporizhzhia 1 - Dnipro Holovny - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 041 + 042",,"Dnipro – Truskavets","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=149"">View details</a>","041: Dnipro Holovny - Oleksandriia - Vinnytsia - Ternopil - Lviv - Truskavets<br><br>042: Truskavets - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Oleksandriia - Dnipro Holovny","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 043 L + 043 Š",,"Ivano-Frankivsk – Cherkasy","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=178"">View details</a>","043 L: Ivano-Frankivsk - Kalush - Stryj - Lviv - Dubno - Korosten - Kyiv Pasazhyrskyi - Cherkasy<br><br>043 Š: Cherkasy - Kyiv Pasazhyrskyi - Korosten - Dubno - Lviv - Stryj - Kalush - Ivano-Frankivsk","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 049 + 050",,"Kyiv – Truskavets","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=185"">View details</a>","049: Kyiv Pasazhyrskyi - Fastiv - Lviv - Truskavets<br><br>050: Truskavets - Lviv - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 051 + 052 K",,"Kyiv – Przemyśl","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=140"">View details</a>","051: Kyiv Pasazhyrskyi - Lviv - Przemyśl Gł.<br><br>052 K: Przemyśl Gł. - Lviv - Kyiv Pasazhyrskyi","PL, UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 052 P/053 + 052 Š/054",,"Dnipro – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=207"">View details</a>","052 P/053: Dnipro Holovny - Oleksandriia - Kropyvnytskyi - Podilsk - Odesa Holovna<br><br>052 Š/054: Odesa Holovna - Podilsk - Kropyvnytskyi - Oleksandriia - Dnipro Holovny","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 055 + 056",,"Kyiv – Rakhiv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=198"">View details</a>","055: Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Ivano-Frankivsk - Vorokhta - Yasinia - Rakhiv<br><br>056: Rakhiv - Yasinia - Vorokhta - Ivano-Frankivsk - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 059 K + 060 L",,"Kyiv – Chop","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=190"">View details</a>","059 K: Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Lviv - Sambir - Uzhhorod - Chop<br><br>060 L: Chop - Uzhhorod - Sambir - Lviv - Vinnytsia - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 063 + 064",,"Kharkiv – Lviv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=161"">View details</a>","063: Kharkiv - Poltava - Kyiv Pasazhyrskyi - Lviv<br><br>064: Lviv - Kyiv Pasazhyrskyi - Lubny - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 065 K + 065 Š",,"Kharkiv – Uman","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=158"">View details</a>","065 K: Kharkiv - Dnipro Holovny - Oleksandriia - Uman<br><br>065 Š: Uman - Oleksandriia - Dnipro Holovny - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 067 + 068",,"Kyiv – Warszawa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=181"">View details</a>","067: Kyiv Pasazhyrskyi - Kovel - Chelm - Lublin - Warszawa Wschodnia<br><br>068: Warszawa Wschodnia - Lublin - Chelm - Kovel - Kyiv Pasazhyrskyi","PL, UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 073 + 074",,"Kharkiv – Przemyśl","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=141"">View details</a>","073: Kharkiv - Poltava - Myrhorod - Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Ternopil - Lviv - Przemyśl Gł.<br><br>074: Przemyśl Gł. - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi - Myrhorod - Poltava - Kharkiv","PL, UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 075 + 076",,"Kyiv – Kryvyi Rih","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=172"">View details</a>","075: Kyiv Pasazhyrskyi - Oleksandriia - Kryvyi Rih<br><br>076: Kryvyi Rih - Oleksandriia - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 078 L + 078 Š",,"Kovel – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=222"">View details</a>","078 L: Kovel - Lutsk - Rivne - Vinnytsia - Podilsk - Odesa Holovna<br><br>078 Š: Odesa Holovna - Podilsk - Vinnytsia - Rivne - Lutsk - Kovel","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 079 + 080",,"Dnipro – Lviv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=170"">View details</a>","079: Dnipro Holovny - Oleksandriia - Kyiv Pasazhyrskyi - Lviv<br><br>080: Lviv - Kyiv Pasazhyrskyi - Oleksandriia - Dnipro Holovny","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 081 K + 081 L",,"Kyiv – Uzhhorod","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=227"">View details</a>","081 K: Kyiv Pasazhyrskyi - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Stryj - Mukacheve - Chop - Uzhhorod<br><br>081 L: Uzhhorod - Chop - Mukacheve - Stryj - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 086 L + 086 P",,"Lviv – Zaporizhzhia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=211"">View details</a>","086 L: Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Oleksandriia - Dnipro Holovny - Zaporizhzhia 1<br><br>086 P: Zaporizhzhia 1 - Dnipro Holovny - Oleksandriia - Vinnytsia - Khmelnytskyi - Ternopil - Lviv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 088 L + 088 P",,"Kovel – Zaporizhzhia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=209"">View details</a>","088 L: Kovel - Lutsk - Rivne - Oleksandriia - Dnipro Holovny - Zaporizhzhia 1<br><br>088 P: Zaporizhzhia 1 - Dnipro Holovny - Oleksandriia - Rivne - Lutsk - Kovel","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 091 + 092",,"Kyiv – Lviv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=197"">View details</a>","091: Kyiv Pasazhyrskyi - Kyiv Sviatoshyn - Lviv Pidzamche - Lviv<br><br>092: Lviv - Lviv Pidzamche - Kyiv Sviatoshyn - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 093 + 094",,"Kharkiv – Chelm","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=208"">View details</a>","093: Kharkiv - Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Rivne - Kovel - Chelm<br><br>094: Chelm - Kovel - Rivne - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 095 + 096",,"Kyiv – Rakhiv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=199"">View details</a>","095: Kyiv Pasazhyrskyi - Lviv - Ivano-Frankivsk - Vorokhta - Yasinia - Rakhiv<br><br>096: Rakhiv - Yasinia - Vorokhta - Ivano-Frankivsk - Lviv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 097 + 098",,"Kyiv – Kovel","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=182"">View details</a>","097: Kyiv Pasazhyrskyi - Korosten - Rivne - Lutsk - Kovel<br><br>098: Kovel - Lutsk - Rivne - Korosten - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 105 + 106",,"Kyiv – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=173"">View details</a>","105: Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Zhmerynka - Podilsk - Odesa Holovna<br><br>106: Odesa Holovna - Podilsk - Zhmerynka - Vinnytsia - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 109 + 110",,"Kherson – Lviv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=213"">View details</a>","109: Kherson - Mykolaiv - Vinnytsia - Zhmerynka - Khmelnytskyi - Ternopil - Lviv<br><br>110: Lviv - Ternopil - Khmelnytskyi - Zhmerynka - Vinnytsia - Mykolaiv - Kherson","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 112 L + 112 P",,"Lviv – Izyum","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=151"">View details</a>","112 L: Lviv - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava - Kharkiv - Izyum<br><br>112 P: Izyum - Kharkiv - Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Lviv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 113 + 114",,"Kharkiv – Lviv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=157"">View details</a>","113: Kharkiv - Sumy - Konotop - Kyiv Pasazhyrskyi - Fastiv - Korosten - Kovel - Chervonohrad - Lviv<br><br>114: Lviv - Chervonohrad - Kovel - Korosten - Fastiv - Kyiv Pasazhyrskyi - Konotop - Sumy - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 121 + 122",,"Kherson – Kyiv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=200"">View details</a>","121: Kherson - Mykolaiv - Kyiv Pasazhyrskyi<br><br>122: Kyiv Pasazhyrskyi - Mykolaiv - Kherson","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 128 L + 128 P",,"Lviv – Zaporizhzhia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=212"">View details</a>","128 L: Lviv - Lviv Pidzamche - Ternopil - Khmelnytskyi - Zhmerynka - Oleksandriia - Kryvyi Rih - Dnipro Holovny - Zaporizhzhia 1<br><br>128 P: Zaporizhzhia 1 - Dnipro Holovny - Kryvyi Rih - Oleksandriia - Zhmerynka - Khmelnytskyi - Ternopil - Lviv Pidzamche - Lviv Pidzamche","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 136 L + 136 Š",,"Chernivtsi – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=219"">View details</a>","136 L: Chernivtsi - Ivano-Frankivsk - Lviv - Ternopil - Khmelnytskyi - Zhmerynka - Podilsk - Odesa Holovna<br><br>136 Š: Odesa Holovna - Podilsk - Zhmerynka - Khmelnytskyi - Ternopil - Lviv - Ivano-Frankivsk - Chernivtsi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 139 + 140",,"Kyiv – Kamianets-Podilskyi","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=180"">View details</a>","139: Kyiv Pasazhyrskyi - Fastiv - Kamianets-Podilskyi<br><br>140: Kamianets-Podilskyi - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 141 + 142",,"Ivano-Frankivsk – Chernihiv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=166"">View details</a>","141: Ivano-Frankivsk - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi - Chernihiv<br><br>142: Chernihiv - Kyiv Pasazhyrskyi - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Ivano-Frankivsk","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 143 + 144",,"Sumy – Rakhiv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=177"">View details</a>","143: Sumy - Konotop - Kyiv Pasazhyrskyi - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Ivano-Frankivsk - Yasinia - Rakhiv<br><br>144: Rakhiv - Yasinia - Ivano-Frankivsk - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi - Konotop - Sumy","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 149 + 150",,"Poltava – Chernivtsi","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=167"">View details</a>","149: Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Lviv - Ivano-Frankivsk - Chernivtsi<br><br>150: Chernivtsi - Ivano-Frankivsk - Lviv - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 181 L + 181 P",,"Ivano-Frankivsk – Dnipro","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=175"">View details</a>","181 L: Ivano-Frankivsk - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Oleksandriia - Dnipro Holovny<br><br>181 P: Dnipro Holovny - Oleksandriia - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Ivano-Frankivsk","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 192 P + 192 Š",,"Kramatorsk – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=210"">View details</a>","192 P: Kramatorsk - Sloviansk - Dnipro Holovny - Oleksandriia - Podilsk - Odesa Holovna<br><br>192 Š: Odesa Holovna - Podilsk - Oleksandriia - Dnipro Holovny - Sloviansk - Kramatorsk","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 194 L + 194 P",,"Yasinia – Kryvyi Rih","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=201"">View details</a>","194 L: Yasinia - Vorokhta - Ivano-Frankivsk - Lviv - Kyiv Pasazhyrskyi - Oleksandriia - Kryvyi Rih<br><br>194 P: Kryvyi Rih - Oleksandriia - Kyiv Pasazhyrskyi - Lviv - Ivano-Frankivsk - Vorokhta - Yasinia","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 357 + 358",,"Kyiv – Yasinia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=196"">View details</a>","357: Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Khmelnytskyi - Ternopil - Vorokhta - Yasinia<br><br>358: Yasinia - Vorokhta - Ternopil - Khmelnytskyi - Vinnytsia - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ/CFM 351 K + 351 L",,"Kyiv – Chişinău","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=195"">View details</a>","351 K: Kyiv Pasazhyrskyi - Vinnytsia - Zhmerynka - Ungheni - Chişinău<br><br>351 L: Chişinău - Ungheni - Zhmerynka - Vinnytsia - Kyiv Pasazhyrskyi","UA, MD","UZ, CFM","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ/ÖBB 40149 + 40749",,"Wien – Kyiv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=60"">View details</a>","40149: Wien Hbf - Hegyeshalom - Győr - Budapest Kelenföld - Budapest Keleti - Szolnok - Debrecen - Nyíregyháza - Chop - Mukacheve - Stryj - Lviv - Kyiv Pasazhyrskyi<br><br>40749: Kyiv Pasazhyrskyi - Lviv - Stryj - Mukacheve - Chop - Nyíregyháza - Debrecen - Szolnok - Budapest Keleti - Budapest Kelenföld - Győr - Hegyeshalom - Wien Hbf","AT, HU, UA","UZ, ÖBB","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"VR IC 265 + IC 274",,"Helsinki – Kemijärvi","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=72"">View details</a>","IC 265: Helsinki / Helsingfors - Tampere - Oulu - Rovaniemi - Kemijärvi<br><br>IC 274: Kemijärvi - Rovaniemi - Oulu - Tampere - Helsinki / Helsingfors","FI","VR","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.vr.fi/en/"">Book tickets</a>"
"VR IC 266 (H) + IC 273",,"Rovaniemi – Helsinki","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=91"">View details</a>","IC 266 (H): Rovaniemi - Oulu - Helsinki / Helsingfors<br><br>IC 273: Helsinki / Helsingfors - Oulu - Rovaniemi","FI","VR","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.vr.fi/en/"">Book tickets</a>"
"VR IC 266 (T) + IC 933",,"Rovaniemi – Turku","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=90"">View details</a>","IC 266 (T): Rovaniemi - Oulu - Tampere - Turku / Åbo<br><br>IC 933: Turku / Åbo - Tampere - Oulu - Rovaniemi","FI","VR","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.vr.fi/en/"">Book tickets</a>"
